104.0013,57.7213,3.5,2,0
104.283,57.8547,3.5,2,0
104.5646,57.9882,3.5,2,0
104.8516,58.1216,3.5,2,0
105.1279,58.255,3.5,2,0
105.4096,58.3773,3.5,2,0
105.6913,58.5108,3.5,2,0
106.0261,58.6664,3.5,2,0
106.414,58.8555,3.5,2,0
106.7648,59.0223,3.5,2,0
107.073,59.1557,3.5,2,0
107.3972,59.3114,3.5,2,0
107.7213,59.467,3.5,2,0
108.0455,59.6116,3.5,2,0
108.375,59.7673,3.5,2,0
108.7098,59.9229,3.5,2,0
109.0552,60.0897,3.5,2,0
109.3847,60.2454,3.5,2,0
109.7036,60.39,3.5,2,0
110.0331,60.5456,3.5,2,0
110.3466,60.6902,3.5,2,0
110.6708,60.8459,3.5,2,0
111.0109,61.0015,3.5,2,0
111.3563,61.1683,3.5,2,0
111.7177,61.3351,3.5,2,0
112.0578,61.4908,3.5,2,0
112.4033,61.6576,3.5,2,0
112.7646,61.8244,3.5,2,0
113.1207,61.9912,3.5,2,0
113.4767,62.158,3.5,2,0
113.8222,62.3248,3.5,2,0
114.1623,62.4804,3.5,2,0
114.5184,62.6472,3.5,2,0
114.885,62.814,3.5,2,0
115.2092,62.9697,3.5,2,0
115.4005,63.0586,3.5,2,0
104.2723,57.9103,3.5,2,0
104.7081,58.1105,3.5,2,0
105.1386,58.3106,3.5,2,0
105.569,58.5108,3.5,2,0
105.9942,58.6998,3.5,2,0
106.4565,58.9111,3.5,2,0
106.9348,59.1335,3.5,2,0
107.4078,59.3559,3.5,2,0
107.9339,59.6005,3.5,2,0
108.4707,59.8451,3.5,2,0
108.9968,60.0897,3.5,2,0
109.5441,60.3344,3.5,2,0
110.0703,60.579,3.5,2,0
110.6017,60.8236,3.5,2,0
111.1331,61.0683,3.5,2,0
111.6805,61.324,3.5,2,0
112.2226,61.5686,3.5,2,0
112.7381,61.8133,3.5,2,0
113.2695,62.0579,3.5,2,0
113.7956,62.2914,3.5,2,0
114.2792,62.5138,3.5,2,0
114.7575,62.7362,3.5,2,0
115.1986,62.9363,3.5,2,0
115.5972,63.1254,3.5,2,0
52.5108,164.5129,0,1,0
52.9732,164.7242,0,1,0
53.4408,164.9466,0,1,0
53.8926,165.1578,0,1,0
54.3443,165.3691,0,1,0
54.8279,165.5915,0,1,0
55.3274,165.8361,0,1,0
55.8482,166.0807,0,1,0
56.3637,166.3143,0,1,0
56.8739,166.5589,0,1,0
57.3947,166.8035,0,1,0
57.958,167.0704,0,1,0
58.5054,167.3261,0,1,0
59.074,167.593,0,1,0
59.6745,167.871,0,1,0
60.2113,168.1267,0,1,0
60.7161,168.3602,0,1,0
61.2423,168.616,0,1,0
61.8109,168.8829,0,1,0
62.3689,169.1386,0,1,0
62.895,169.3832,0,1,0
63.4211,169.639,0,1,0
63.9419,169.8725,0,1,0
64.4787,170.1282,0,1,0
65.0207,170.384,0,1,0
65.5681,170.6397,0,1,0
66.1102,170.8955,0,1,0
66.5938,171.129,0,1,0
67.0774,171.3514,0,1,0
67.6141,171.6071,0,1,0
68.1775,171.8629,0,1,0
68.7142,172.1186,0,1,0
69.2137,172.3521,0,1,0
69.7292,172.5968,0,1,0
70.3032,172.8636,0,1,0
70.8559,173.1305,0,1,0
71.3926,173.3751,0,1,0
71.9453,173.6309,0,1,0
72.5193,173.9089,0,1,0
73.0879,174.1757,0,1,0
73.6459,174.4315,0,1,0
74.2092,174.6983,0,1,0
74.7672,174.9652,0,1,0
75.2933,175.2098,0,1,0
75.8407,175.4656,0,1,0
76.4093,175.7325,0,1,0
76.9673,175.9993,0,1,0
77.52,176.2551,0,1,0
78.0887,176.5219,0,1,0
78.6786,176.7999,0,1,0
79.1994,177.0446,0,1,0
79.6777,177.267,0,1,0
80.2038,177.5116,0,1,0
80.7246,177.7562,0,1,0
81.2188,177.9897,0,1,0
81.7449,178.2343,0,1,0
82.271,178.4901,0,1,0
82.7812,178.7236,0,1,0
83.2808,178.9571,0,1,0
83.8175,179.2129,0,1,0
84.3543,179.4686,0,1,0
84.891,179.7132,0,1,0
85.4384,179.969,0,1,0
86.0283,180.247,0,1,0
86.6394,180.5361,0,1,0
87.1762,180.7918,0,1,0
87.7023,181.0365,0,1,0
88.2018,181.27,0,1,0
88.6376,181.4812,0,1,0
87.8936,182.6043,0,1,0
87.5375,182.4486,0,1,0
87.1602,182.2707,0,1,0
86.7829,182.1039,0,1,0
86.4215,181.9371,0,1,0
86.0495,181.7592,0,1,0
85.6244,181.5702,0,1,0
85.1833,181.3589,0,1,0
84.7581,181.1699,0,1,0
84.3436,180.9697,0,1,0
83.961,180.803,0,1,0
83.5731,180.625,0,1,0
83.132,180.4138,0,1,0
82.6856,180.2136,0,1,0
82.2498,180.0135,0,1,0
81.8406,179.8244,0,1,0
81.442,179.6354,0,1,0
81.0541,179.4575,0,1,0
80.6342,179.2685,0,1,0
80.1985,179.0683,0,1,0
79.7467,178.857,0,1,0
79.2844,178.6458,0,1,0
78.8699,178.4567,0,1,0
78.4766,178.2788,0,1,0
78.0887,178.1009,0,1,0
77.6954,177.9119,0,1,0
77.4563,177.8007,0,1,0
